question,document
Is there a reason the workflow doesn’t compute the number of rows after ingestion?,7fc105290f
Why is the row count done at the database layer instead of as part of the orchestration step?,7fc105290f
Wouldn’t it be simpler to count records directly in Kestra after loading the data?,7fc105290f
Why is PostgreSQL used for dataset analytics like row counts rather than Kestra?,7fc105290f
Why would I keep branching logic inside one Kestra flow instead of splitting it into separate flows?,b7ff18706c
How do I decide when a shared workflow should branch by dataset type like yellow vs green taxi?,b7ff18706c
What’s the usual way to set up a conditional branch in Kestra based on a runtime variable?,b7ff18706c
"Should common steps go before the branch, or is it better to repeat them in each path?",b7ff18706c
How do branches usually end in Kestra — do they merge back into one tail or stay separate?,b7ff18706c
Why can’t I just use Kestra execution logs to answer the row count questions in Homework 2?,c493aa6b92
"Do Kestra logs include total rows for a whole year, or do I need to check PostgreSQL instead?",c493aa6b92
"For the Homework 2 row count tasks, is the answer supposed to come from the flow logs or from SQL on the loaded tables?",c493aa6b92
"If Kestra runs the pipeline, why doesn’t it tell me the dataset row counts after ingestion?",c493aa6b92
How were the exact row counts for the monthly and yearly Homework 2 questions calculated?,c493aa6b92
Why does Kestra require IANA time zone names instead of simple UTC offsets?,226d10e788
What’s the reason Kestra doesn’t accept timezone abbreviations or fixed offsets for schedules?,226d10e788
How do IANA timezones help avoid scheduling issues in Kestra during daylight saving time?,226d10e788
Why would using an offset like +02:00 be a problem in Kestra cron schedules?,226d10e788
What makes IANA timezone identifiers better for Kestra than abbreviations like PST or GMT?,226d10e788
Why doesn’t Kestra turn what a task prints into a variable automatically?,5a0d2c0e59
"If my task prints a value, why can’t I reuse it in the next step in Kestra?",5a0d2c0e59
What’s the reason Kestra keeps stdout as logs instead of task outputs?,5a0d2c0e59
Do I need to define outputs manually in Kestra even when the value is already printed?,5a0d2c0e59
Why can’t Kestra just read the printed result and save it for later tasks?,5a0d2c0e59
Why do I need to list a file under outputFiles in Kestra if it was already created by the task?,39328a73c7
"My task makes a file, but I can't see or download it in Kestra — do I have to declare it somewhere else too?",39328a73c7
Is outputFiles required in Kestra just to keep a file around after a task finishes?,39328a73c7
Why are files not available to the next step unless they’re marked as outputFiles in Kestra?,39328a73c7
"If a file exists during execution, why doesn’t Kestra show it in the UI unless I explicitly expose it?",39328a73c7
Why does Kestra need the Docker socket at /var/run/docker.sock in the Docker Compose setup?,733065c175
What is Kestra using the host Docker daemon for when it starts tasks?,733065c175
Why does the official Kestra Docker Compose file run the container as root and mount the Docker socket?,733065c175
"Is the Docker socket access in Kestra required only for development, or does it have another purpose?",733065c175
How does Kestra launch Docker containers if it itself is running inside a container?,733065c175
Why does Kestra show a different CSV size in the Outputs tab than the number I get from a Python task?,f5a8ca34fa
Is the file size in Kestra's UI using bytes or some human-readable unit like MiB?,f5a8ca34fa
"For Homework 2, should I use the Outputs tab size or the raw size from `os.path.getsize()`?",f5a8ca34fa
Why is the value printed in my task logs not matching the rounded size shown by Kestra?,f5a8ca34fa
"When comparing CSV file sizes in Kestra, which one is the exact value I should submit?",f5a8ca34fa
"Can I use Kestra to run my dbt project, or is that not supported?",e14f6a8ed9
How do people usually combine dbt with Kestra in a data pipeline?,e14f6a8ed9
Does Kestra let me orchestrate dbt runs and monitor them in one place?,e14f6a8ed9
Can Kestra handle alerting and tracking for dbt jobs too?,e14f6a8ed9
Is there any Git integration when running dbt through Kestra?,e14f6a8ed9
How do I make Kestra pick up flow YAML files from a local folder when I’m using Docker Compose?,958ab42c43
Is there a way to keep Kestra flows in my repo instead of only inside the container database?,958ab42c43
What do I need to add to docker-compose so Kestra watches a host-mounted flows directory?,958ab42c43
"If I edit a flow in the Kestra UI, will that update the YAML file on my machine too?",958ab42c43
How can I set up local flow sync in Kestra so I can edit flows in VS Code and have them version controlled?,958ab42c43
Why do I get ERR_EMPTY_RESPONSE when I open Kestra in GitHub Codespaces using localhost:8080?,91a298833a
"In Codespaces, how do I reach Kestra if http://localhost:8080 just says this page isn’t working?",91a298833a
Where can I find the correct URL for Kestra inside GitHub Codespaces?,91a298833a
"My Kestra container seems to be running, but the browser on localhost still shows 127.0.0.1 didn’t send any data — what should I check?",91a298833a
Do I need to use the forwarded port link in Codespaces instead of localhost to open Kestra?,91a298833a
Why does backfill in Kestra say it’s running but then no results appear in executions?,c717810bc6
Has anyone else seen Kestra backfill execute without showing anything in the execution list?,c717810bc6
What’s the workaround when a Kestra backfill seems stuck or invisible after starting?,c717810bc6
Is there a known bug in Kestra that makes backfill look like it’s working but not actually show results?,c717810bc6
Do I need to remove the timezone from my Kestra trigger script to fix backfill issues?,c717810bc6
Why does my Python logging show up in Kestra as an error even when the script is fine?,e32e8737da
"In Kestra, why are my print/log messages getting tagged as ERROR instead of INFO or DEBUG?",e32e8737da
How can I make Python logs stop appearing as stderr in a Kestra flow?,e32e8737da
Is there a way to configure logging.basicConfig so Kestra treats my Python logs as normal output?,e32e8737da
What should I change in my Python script so logs go to stdout and not to Kestra error logs?,e32e8737da
"Why do I get an error when writing data from a web source to GCS, and how can I fix it?",ee4a3bc34d
Should I use nullable dtypes in pandas before uploading web data to a GCS bucket?,ee4a3bc34d
What data type should I use for columns with missing values when saving to GCS?,ee4a3bc34d
How do I avoid write errors to GCS when my dataframe has nulls in integer columns?,ee4a3bc34d
Is Int64 the right pandas type to use for nullable integer data before loading it into GCS?,ee4a3bc34d
Why does BigQuery complain that a Parquet column is INT when it expects DOUBLE when I load files from a GCS folder?,d2902a7227
Do all Parquet files in the same GCS directory need to have exactly the same schema for BigQuery load jobs?,d2902a7227
"In the FHV dataset, why do some months have PUlocationID and DOlocationID as integers while earlier months show them as floats?",d2902a7227
"If the first Parquet file sets the BigQuery table schema, what happens when later files have a different type for the same column?",d2902a7227
How can I force the right pandas column dtypes before writing Parquet so BigQuery won’t fail on schema mismatches?,d2902a7227
Why am I getting `gzip.BadGzipFile: Not a gzipped file (b'\n\n')` when loading FHV data into GCS?,950192cbcc
What is the correct FHV dataset URL to use for the CSV.gz files?,950192cbcc
Could the bad gzip error be caused by using the wrong GitHub link for the FHV files?,950192cbcc
Do I need to include `/releases/download` in the FHV download URL for the data engineering homework?,950192cbcc
How should I fix the import issue if the FHV file from GitHub is not recognized as a gzip file?,950192cbcc
How can I load a bunch of file URLs into my GCP bucket at once?,4ae927f8a0
Is there a simple way to make GCS pull data from a list of parquet links?,4ae927f8a0
What format should I use for a URL list if I want to transfer it into a bucket?,4ae927f8a0
Can I use gsutil or some GCS transfer tool to import multiple monthly trip files from URLs?,4ae927f8a0
Do I need to create a TSV file first before sending the links to GCS?,4ae927f8a0
